sale_id,date,vehicle_type,state,industry,unit_price,units_sold,revenue
396,2023-03-09,Bus,WA,Agriculture,138456.0,3,415368
397,2023-03-11,Bus,QLD,Construction,190167.0,2,380334
398,2023-03-12,Light Commercial,WA,Agriculture,434179.0,2,868358
399,2023-03-13,Construction Equipment,QLD,Agriculture,360160.0,3,1080480
400,2023-03-14,Medium Duty Truck,NSW,,354528.0,5,1772640
401,2023-03-15,Light Commercial,NT,Logistics,283392.0,3,850176
402,2023-03-16,Bus,QLD,Mining,498288.0,1,498288
403,2023-03-17,Heavy Duty Truck,WA,Government,192239.0,3,576717
404,2023-03-18,Bus,SA,Agriculture,201431.0,1,201431
405,2023-03-19,Construction Equipment,QLD,Government,432162.0,5,2160810
406,2023-03-20,Bus,NT,Construction,130510.0,3,391530
407,2023-03-22,Heavy Duty Truck,QLD,Government,270005.0,3,810015
408,2023-03-23,Construction Equipment,VIC,Construction,373970.0,5,1869850
409,2023-03-24,Bus,SA,Government,420170.0,1,420170
410,2023-03-25,Construction Equipment,NT,Mining,211668.0,3,635004
411,2023-03-26,Medium Duty Truck,NT,Mining,332700.0,1,332700
412,2023-03-27,Medium Duty Truck,NSW,Mining,114045.0,3,342135
413,2023-03-28,Bus,WA,Mining,271948.0,2,543896
414,2023-03-29,Construction Equipment,NSW,Mining,180102.0,3,540306
415,2023-03-30,Heavy Duty Truck,NT,Mining,,5,2020315
416,2023-03-31,Bus,SA,Construction,189441.0,5,947205
417,2023-04-01,Medium Duty Truck,QLD,Agriculture,248175.0,1,248175
418,2023-04-03,Medium Duty Truck,QLD,Government,339877.0,3,1019631
419,2023-04-04,Bus,SA,Mining,226917.0,1,226917
420,2023-04-05,Construction Equipment,NT,Construction,307770.0,1,307770
421,2023-04-06,Medium Duty Truck,QLD,Construction,208325.0,2,416650
422,2023-04-07,Construction Equipment,QLD,Construction,109337.0,2,218674
423,2023-04-08,Medium Duty Truck,QLD,Agriculture,243385.0,5,1216925
424,2023-04-09,Medium Duty Truck,WA,Government,430093.0,1,430093
425,2023-04-10,Light Commercial,WA,Agriculture,352420.0,5,1762100
426,2023-04-11,Medium Duty Truck,VIC,Logistics,403295.0,3,1209885
427,2023-04-12,Heavy Duty Truck,NSW,Construction,233016.0,1,233016
428,2023-04-14,Bus,SA,Logistics,405031.0,1,405031
429,2023-04-15,Bus,SA,Mining,171442.0,3,514326
430,2023-04-16,Construction Equipment,SA,Mining,139847.0,3,419541
431,2023-04-17,Medium Duty Truck,VIC,Agriculture,148653.0,5,743265
432,2023-04-18,Heavy Duty Truck,WA,Government,307144.0,5,1535720
433,2023-04-19,Construction Equipment,NT,Logistics,,3,1030983
434,2023-04-20,Light Commercial,NT,Government,408766.0,5,2043830
435,2023-04-21,Construction Equipment,VIC,Agriculture,379954.0,3,1139862
436,2023-04-22,Construction Equipment,NT,Mining,167842.0,1,167842
437,2023-04-23,Medium Duty Truck,SA,Government,474369.0,1,474369
438,2023-04-24,Light Commercial,NSW,Government,362647.0,2,725294
439,2023-04-26,Construction Equipment,QLD,Mining,174761.0,1,174761
440,2023-04-27,Heavy Duty Truck,WA,Logistics,478583.0,3,1435749
441,2023-04-28,Heavy Duty Truck,WA,Mining,363734.0,5,1818670
442,2023-04-29,Bus,VIC,Government,,2,463916
443,2023-04-30,Light Commercial,WA,Logistics,496082.0,5,2480410
444,2023-05-01,Light Commercial,SA,Logistics,418768.0,3,1256304
445,2023-05-02,Bus,NT,Mining,253864.0,1,253864
446,2023-05-03,Construction Equipment,SA,Government,492980.0,2,985960
447,2023-05-04,Light Commercial,VIC,Agriculture,346910.0,3,1040730
448,2023-05-05,Heavy Duty Truck,SA,Government,210356.0,2,420712
449,2023-05-07,Heavy Duty Truck,NT,Construction,307228.0,2,614456
450,2023-05-08,Medium Duty Truck,NSW,Agriculture,132727.0,1,132727
451,2023-05-09,Light Commercial,VIC,,430615.0,3,1291845
452,2023-05-10,Construction Equipment,NSW,Agriculture,98068.0,5,490340
453,2023-05-11,Bus,QLD,Logistics,206923.0,2,413846
454,2023-05-12,Bus,NSW,Logistics,490511.0,2,981022
455,2023-05-13,Construction Equipment,QLD,Agriculture,101390.0,5,506950
456,2023-05-14,Medium Duty Truck,QLD,Logistics,196752.0,3,590256
457,2023-05-15,Bus,NSW,Logistics,446898.0,2,893796
458,2023-05-16,Light Commercial,VIC,,428113.0,2,856226
459,2023-05-18,Medium Duty Truck,NT,,236110.0,2,472220
460,2023-05-19,Light Commercial,SA,Government,314790.0,3,944370
461,2023-05-20,Heavy Duty Truck,SA,Construction,429208.0,3,1287624
462,2023-05-21,Medium Duty Truck,NT,Agriculture,,5,556405
463,2023-05-22,Bus,QLD,Mining,144189.0,3,432567
464,2023-05-23,Medium Duty Truck,QLD,Mining,352093.0,3,1056279
465,2023-05-24,Medium Duty Truck,VIC,Mining,400655.0,1,400655
466,2023-05-25,Medium Duty Truck,WA,Construction,212115.0,5,1060575
467,2023-05-26,Medium Duty Truck,NSW,Construction,98605.0,2,197210
468,2023-05-27,Light Commercial,QLD,Logistics,452462.0,3,1357386
469,2023-05-28,Heavy Duty Truck,SA,Mining,484597.0,2,969194
470,2023-05-30,Construction Equipment,VIC,Agriculture,371954.0,2,743908
471,2023-05-31,Medium Duty Truck,NSW,Agriculture,339415.0,1,339415
472,2023-06-01,Bus,VIC,Mining,245394.0,3,736182
473,2023-06-02,Medium Duty Truck,NSW,Mining,131869.0,5,659345
474,2023-06-03,Bus,NSW,Mining,122955.0,3,368865
475,2023-06-04,Light Commercial,NT,Construction,151388.0,2,302776
476,2023-06-05,Bus,QLD,Construction,331324.0,5,1656620
477,2023-06-06,Construction Equipment,VIC,Construction,100207.0,3,300621
478,2023-06-07,Heavy Duty Truck,VIC,Government,308401.0,2,616802
479,2023-06-08,Bus,NT,Agriculture,249292.0,2,498584
480,2023-06-10,Bus,SA,,295157.0,1,295157
481,2023-06-11,Heavy Duty Truck,SA,Logistics,112031.0,1,112031
482,2023-06-12,Construction Equipment,QLD,Construction,432951.0,1,432951
483,2023-06-13,Medium Duty Truck,QLD,Government,161312.0,2,322624
484,2023-06-14,Bus,WA,Government,149766.0,3,449298
485,2023-06-15,Heavy Duty Truck,NT,Agriculture,233521.0,1,233521
486,2023-06-16,Light Commercial,SA,Construction,441977.0,3,1325931
487,2023-06-17,Heavy Duty Truck,NSW,Logistics,277771.0,1,277771
488,2023-06-18,Light Commercial,VIC,Construction,327199.0,5,1635995
489,2023-06-19,Construction Equipment,QLD,Mining,326731.0,5,1633655
490,2023-06-20,Medium Duty Truck,VIC,Construction,325841.0,1,325841
491,2023-06-22,Heavy Duty Truck,VIC,Mining,201041.0,2,402082
492,2023-06-23,Bus,WA,Mining,206185.0,1,206185
493,2023-06-24,Construction Equipment,SA,Logistics,267164.0,1,267164
494,2023-06-25,Heavy Duty Truck,QLD,Agriculture,100350.0,2,200700
495,2023-06-26,Bus,VIC,Construction,317230.0,5,1586150
496,2023-06-27,Heavy Duty Truck,QLD,Mining,453003.0,3,1359009
497,2023-06-28,Light Commercial,NSW,Construction,351570.0,1,351570
498,2023-06-29,Heavy Duty Truck,WA,Agriculture,158487.0,2,316974
499,2023-06-30,Heavy Duty Truck,NSW,,238694.0,1,238694
500,2023-07-01,Heavy Duty Truck,QLD,Government,213853.0,2,427706
501,2023-07-03,Construction Equipment,QLD,Agriculture,,3,1215783
502,2023-07-04,Heavy Duty Truck,SA,Logistics,325062.0,3,975186
503,2023-07-05,Bus,VIC,Mining,323077.0,5,1615385
504,2023-07-06,Light Commercial,VIC,Government,453228.0,2,906456
505,2023-07-07,Light Commercial,NSW,Logistics,113782.0,2,227564
506,2023-07-08,Heavy Duty Truck,WA,Construction,380598.0,5,1902990
507,2023-07-09,Construction Equipment,NT,Mining,420048.0,5,2100240
508,2023-07-10,Construction Equipment,VIC,,219936.0,2,439872
509,2023-07-11,Bus,SA,Mining,498808.0,5,2494040
510,2023-07-12,Heavy Duty Truck,NSW,Construction,243245.0,3,729735
511,2023-07-14,Light Commercial,NSW,Government,212258.0,1,212258
512,2023-07-15,Construction Equipment,NT,Government,201668.0,3,605004
513,2023-07-16,Heavy Duty Truck,SA,Government,476328.0,5,2381640
514,2023-07-17,Construction Equipment,WA,Agriculture,368710.0,2,737420
515,2023-07-18,Construction Equipment,SA,Logistics,,2,456524
516,2023-07-19,Light Commercial,WA,Logistics,128333.0,3,384999
517,2023-07-20,Medium Duty Truck,SA,Mining,474073.0,2,948146
518,2023-07-21,Bus,SA,Agriculture,301977.0,5,1509885
519,2023-07-22,Bus,QLD,Government,179571.0,3,538713
520,2023-07-23,Light Commercial,NSW,Government,210263.0,2,420526
521,2023-07-24,Construction Equipment,SA,Construction,484805.0,1,484805
522,2023-07-26,Heavy Duty Truck,NT,Construction,115235.0,1,115235
523,2023-07-27,Construction Equipment,SA,Government,90159.0,5,450795
524,2023-07-28,Light Commercial,VIC,Government,233217.0,2,466434
525,2023-07-29,Bus,NSW,Agriculture,252993.0,5,1264965
526,2023-07-30,Construction Equipment,VIC,Logistics,457003.0,3,1371009
527,2023-07-31,Bus,NSW,Construction,237309.0,1,237309
528,2023-08-01,Heavy Duty Truck,VIC,Logistics,197507.0,3,592521
529,2023-08-02,Bus,SA,Agriculture,491460.0,2,982920
530,2023-08-03,Bus,SA,Government,104743.0,5,523715
531,2023-08-04,Medium Duty Truck,QLD,Logistics,318174.0,5,1590870
532,2023-08-06,Medium Duty Truck,NT,Government,136101.0,5,680505
533,2023-08-07,Medium Duty Truck,VIC,Government,332717.0,3,998151
534,2023-08-08,Bus,WA,Mining,211534.0,1,211534
535,2023-08-09,Light Commercial,QLD,Logistics,436371.0,3,1309113
536,2023-08-10,Bus,VIC,Logistics,320604.0,3,961812
537,2023-08-11,Light Commercial,VIC,Government,277450.0,2,554900
538,2023-08-12,Light Commercial,QLD,Agriculture,423270.0,2,846540
539,2023-08-13,Medium Duty Truck,SA,Mining,408215.0,2,816430
540,2023-08-14,Construction Equipment,VIC,Government,292193.0,1,292193
541,2023-08-15,Heavy Duty Truck,SA,Construction,426907.0,1,426907
542,2023-08-16,Medium Duty Truck,QLD,Construction,325422.0,2,650844
543,2023-08-18,Medium Duty Truck,SA,Mining,495453.0,2,990906
544,2023-08-19,Construction Equipment,NSW,Agriculture,236721.0,1,236721
545,2023-08-20,Heavy Duty Truck,WA,Government,258785.0,5,1293925
546,2023-08-21,Bus,VIC,Logistics,294535.0,1,294535
547,2023-08-22,Bus,NT,Mining,266481.0,1,266481
548,2023-08-23,Medium Duty Truck,WA,Agriculture,269838.0,1,269838
549,2023-08-24,Heavy Duty Truck,SA,Logistics,136154.0,2,272308
550,2023-08-25,Medium Duty Truck,VIC,Construction,359160.0,5,1795800
551,2023-08-26,Light Commercial,SA,Construction,441822.0,1,441822
552,2023-08-27,Medium Duty Truck,NSW,Logistics,464200.0,2,928400
553,2023-08-29,Medium Duty Truck,QLD,Mining,144238.0,3,432714
554,2023-08-30,Bus,VIC,Construction,410752.0,3,1232256
555,2023-08-31,Bus,NSW,Government,179081.0,1,179081
556,2023-09-01,Bus,NSW,Logistics,337644.0,3,1012932
557,2023-09-02,Light Commercial,VIC,Logistics,403105.0,5,2015525
558,2023-09-03,Bus,SA,Construction,289775.0,3,869325
559,2023-09-04,Heavy Duty Truck,NT,Mining,379061.0,3,1137183
560,2023-09-05,Construction Equipment,NSW,Government,380134.0,5,1900670
561,2023-09-06,Heavy Duty Truck,WA,Mining,152551.0,1,152551
562,2023-09-07,Heavy Duty Truck,NSW,Agriculture,300695.0,1,300695
563,2023-09-09,Bus,NT,Agriculture,243512.0,5,1217560
564,2023-09-10,Construction Equipment,SA,Construction,256277.0,5,1281385
565,2023-09-11,Construction Equipment,SA,Construction,170811.0,5,854055
566,2023-09-12,Construction Equipment,WA,Construction,344840.0,3,1034520
567,2023-09-13,Light Commercial,NSW,Agriculture,407247.0,5,2036235
568,2023-09-14,Bus,SA,Mining,458266.0,2,916532
569,2023-09-15,Construction Equipment,NT,Mining,324104.0,3,972312
570,2023-09-16,Light Commercial,VIC,Construction,109008.0,1,109008
571,2023-09-17,Medium Duty Truck,QLD,Government,292346.0,1,292346
572,2023-09-18,Medium Duty Truck,QLD,Mining,122402.0,1,122402
573,2023-09-19,Light Commercial,QLD,,274456.0,3,823368
574,2023-09-21,Light Commercial,NSW,Logistics,349994.0,2,699988
575,2023-09-22,Bus,WA,Logistics,489009.0,5,2445045
576,2023-09-23,Bus,SA,Logistics,226643.0,5,1133215
577,2023-09-24,Medium Duty Truck,VIC,Government,499425.0,1,499425
578,2023-09-25,Construction Equipment,NT,Construction,203550.0,1,203550
579,2023-09-26,Medium Duty Truck,VIC,Agriculture,181218.0,3,543654
580,2023-09-27,Construction Equipment,NT,Government,223296.0,2,446592
581,2023-09-28,Construction Equipment,NSW,Agriculture,269767.0,5,1348835
582,2023-09-29,Bus,QLD,Agriculture,472923.0,3,1418769
583,2023-09-30,Heavy Duty Truck,NSW,Construction,481858.0,5,2409290
584,2023-10-02,Heavy Duty Truck,WA,Logistics,331060.0,1,331060
585,2023-10-03,Light Commercial,WA,Construction,330016.0,5,1650080
586,2023-10-04,Bus,NT,Government,122441.0,2,244882
587,2023-10-05,Construction Equipment,SA,Government,328038.0,2,656076
588,2023-10-06,Heavy Duty Truck,SA,Government,260201.0,1,260201
589,2023-10-07,Construction Equipment,NT,Construction,321324.0,2,642648
590,2023-10-08,Heavy Duty Truck,WA,Agriculture,414512.0,2,829024
591,2023-10-09,Heavy Duty Truck,WA,Agriculture,182122.0,3,546366
592,2023-10-10,Heavy Duty Truck,WA,Mining,134760.0,5,673800
593,2023-10-11,Bus,NSW,Government,375622.0,1,375622
594,2023-10-12,Medium Duty Truck,WA,Agriculture,480025.0,1,480025
595,2023-10-14,Construction Equipment,VIC,Mining,423998.0,1,423998
596,2023-10-15,Bus,QLD,Agriculture,446374.0,1,446374
597,2023-10-16,Bus,WA,Government,437860.0,1,437860
598,2023-10-17,Bus,NT,Logistics,,2,466504
599,2023-10-18,Bus,QLD,Government,188538.0,3,565614
600,2023-10-19,Bus,NSW,Construction,105372.0,1,105372
601,2023-10-20,Light Commercial,NT,Agriculture,381940.0,3,1145820
602,2023-10-21,Construction Equipment,QLD,Agriculture,311035.0,3,933105
603,2023-10-22,Bus,NT,Construction,450970.0,2,901940
604,2023-10-23,Construction Equipment,NSW,Construction,472736.0,1,472736
605,2023-10-25,Light Commercial,VIC,Logistics,445779.0,2,891558
606,2023-10-26,Light Commercial,NSW,Agriculture,201022.0,1,201022
607,2023-10-27,Construction Equipment,NSW,Agriculture,144040.0,2,288080
608,2023-10-28,Heavy Duty Truck,NT,Logistics,427501.0,3,1282503
609,2023-10-29,Medium Duty Truck,SA,Mining,292440.0,1,292440
610,2023-10-30,Heavy Duty Truck,WA,Logistics,168356.0,5,841780
611,2023-10-31,Heavy Duty Truck,WA,Government,368355.0,3,1105065
612,2023-11-01,Heavy Duty Truck,VIC,Agriculture,457570.0,5,2287850
613,2023-11-02,Bus,VIC,Construction,357986.0,3,1073958
614,2023-11-03,Light Commercial,WA,Government,418996.0,2,837992
615,2023-11-05,Heavy Duty Truck,SA,Agriculture,477881.0,1,477881
616,2023-11-06,Light Commercial,WA,Logistics,398112.0,3,1194336
617,2023-11-07,Construction Equipment,SA,Government,369652.0,2,739304
618,2023-11-08,Medium Duty Truck,VIC,Agriculture,243077.0,1,243077
619,2023-11-09,Construction Equipment,QLD,Mining,144575.0,1,144575
620,2023-11-10,Construction Equipment,NT,Mining,240043.0,3,720129
621,2023-11-11,Bus,VIC,Construction,156914.0,1,156914
622,2023-11-12,Medium Duty Truck,VIC,Agriculture,339134.0,3,1017402
623,2023-11-13,Construction Equipment,NSW,Mining,157055.0,1,157055
624,2023-11-14,Construction Equipment,NSW,Logistics,177697.0,5,888485
625,2023-11-15,Medium Duty Truck,NSW,Agriculture,196239.0,2,392478
626,2023-11-17,Medium Duty Truck,NT,Logistics,325469.0,5,1627345
627,2023-11-18,Construction Equipment,NSW,Logistics,213106.0,3,639318
628,2023-11-19,Medium Duty Truck,SA,Mining,357499.0,5,1787495
629,2023-11-20,Construction Equipment,WA,Agriculture,406264.0,3,1218792
630,2023-11-21,Construction Equipment,QLD,Government,390486.0,1,390486
631,2023-11-22,Bus,VIC,Mining,92257.0,1,92257
632,2023-11-23,Heavy Duty Truck,SA,Mining,379508.0,3,1138524
633,2023-11-24,Construction Equipment,QLD,Agriculture,246044.0,5,1230220
634,2023-11-25,Light Commercial,SA,Agriculture,201715.0,1,201715
635,2023-11-26,Heavy Duty Truck,SA,Logistics,116654.0,2,233308
636,2023-11-28,Heavy Duty Truck,VIC,Agriculture,301841.0,1,301841
637,2023-11-29,Heavy Duty Truck,WA,Logistics,433567.0,2,867134
638,2023-11-30,Bus,NSW,Mining,381464.0,5,1907320
639,2023-12-01,Construction Equipment,NT,Construction,110808.0,2,221616
640,2023-12-02,Bus,WA,Government,142389.0,2,284778
641,2023-12-03,Construction Equipment,NT,Mining,208581.0,2,417162
642,2023-12-04,Bus,VIC,Agriculture,217927.0,2,435854
643,2023-12-05,Bus,VIC,Government,124773.0,1,124773
644,2023-12-06,Light Commercial,VIC,Construction,272240.0,2,544480
645,2023-12-07,Bus,QLD,Construction,428540.0,1,428540
646,2023-12-08,Medium Duty Truck,NT,Logistics,459836.0,2,919672
647,2023-12-10,Light Commercial,WA,Government,304764.0,3,914292
648,2023-12-11,Bus,WA,Logistics,147505.0,5,737525
649,2023-12-12,Heavy Duty Truck,SA,Mining,438040.0,2,876080
650,2023-12-13,Medium Duty Truck,SA,Government,108135.0,3,324405
651,2023-12-14,Medium Duty Truck,SA,Mining,180887.0,2,361774
652,2023-12-15,Medium Duty Truck,VIC,,212118.0,2,424236
653,2023-12-16,Light Commercial,WA,Government,399521.0,2,799042
654,2023-12-17,Bus,NT,Logistics,244626.0,3,733878
655,2023-12-18,Bus,VIC,,414635.0,5,2073175
656,2023-12-19,Heavy Duty Truck,QLD,Logistics,335739.0,3,1007217
657,2023-12-21,Heavy Duty Truck,SA,Construction,410427.0,5,2052135
658,2023-12-22,Medium Duty Truck,VIC,Logistics,369067.0,2,738134
659,2023-12-23,Heavy Duty Truck,VIC,Construction,399735.0,1,399735
660,2023-12-24,Light Commercial,QLD,Logistics,152261.0,2,304522
661,2023-12-25,Bus,NSW,Government,406480.0,5,2032400
662,2023-12-26,Medium Duty Truck,WA,Government,426227.0,3,1278681
663,2023-12-27,Heavy Duty Truck,NT,Government,150948.0,2,301896
664,2023-12-28,Light Commercial,NSW,Agriculture,330891.0,3,992673
665,2023-12-29,Light Commercial,SA,Mining,254074.0,3,762222
666,2023-12-30,Heavy Duty Truck,VIC,Government,378816.0,3,1136448
667,2024-01-01,Bus,QLD,Construction,356357.0,2,712714
668,2024-01-02,Heavy Duty Truck,QLD,Government,231365.0,3,694095
669,2024-01-03,Medium Duty Truck,WA,Agriculture,152507.0,3,457521
670,2024-01-04,Heavy Duty Truck,NSW,Construction,147134.0,2,294268
671,2024-01-05,Light Commercial,WA,Agriculture,223172.0,3,669516
672,2024-01-06,Heavy Duty Truck,VIC,Construction,331225.0,2,662450
673,2024-01-07,Bus,WA,Logistics,283069.0,5,1415345
674,2024-01-08,Construction Equipment,NT,Mining,380316.0,5,1901580
675,2024-01-09,Heavy Duty Truck,QLD,,372276.0,5,1861380
676,2024-01-10,Bus,QLD,Agriculture,338933.0,3,1016799
677,2024-01-11,Bus,SA,Mining,370343.0,1,370343
678,2024-01-13,Light Commercial,SA,Agriculture,126609.0,1,126609
679,2024-01-14,Bus,VIC,Agriculture,264037.0,3,792111
680,2024-01-15,Bus,NT,Agriculture,229088.0,1,229088
681,2024-01-16,Bus,NSW,Mining,384025.0,2,768050
682,2024-01-17,Bus,WA,Agriculture,303666.0,1,303666
683,2024-01-18,Medium Duty Truck,VIC,Mining,376616.0,3,1129848
684,2024-01-19,Medium Duty Truck,SA,Agriculture,272885.0,3,818655
685,2024-01-20,Light Commercial,WA,Government,321440.0,2,642880
686,2024-01-21,Heavy Duty Truck,SA,Agriculture,347803.0,5,1739015
687,2024-01-22,Bus,WA,Construction,257093.0,3,771279
688,2024-01-24,Heavy Duty Truck,NSW,,406275.0,2,812550
689,2024-01-25,Heavy Duty Truck,VIC,Logistics,245159.0,1,245159
690,2024-01-26,Light Commercial,WA,Agriculture,102828.0,1,102828
691,2024-01-27,Bus,NT,Construction,448808.0,2,897616
692,2024-01-28,Bus,QLD,Construction,222473.0,2,444946
693,2024-01-29,Construction Equipment,NT,Mining,367337.0,3,1102011
694,2024-01-30,Heavy Duty Truck,NT,Government,313461.0,1,313461
695,2024-01-31,Heavy Duty Truck,QLD,Agriculture,,2,909324
696,2024-02-01,Medium Duty Truck,NT,Mining,371755.0,1,371755
697,2024-02-02,Construction Equipment,WA,Government,264863.0,2,529726
698,2024-02-03,Medium Duty Truck,WA,Agriculture,495166.0,1,495166
699,2024-02-05,Medium Duty Truck,WA,,428384.0,5,2141920
700,2024-02-06,Medium Duty Truck,QLD,Agriculture,329719.0,3,989157
701,2024-02-07,Light Commercial,NT,Construction,298475.0,1,298475
702,2024-02-08,Light Commercial,QLD,Construction,354889.0,5,1774445
703,2024-02-09,Medium Duty Truck,WA,Logistics,407387.0,1,407387
704,2024-02-10,Construction Equipment,NT,Mining,356010.0,1,356010
705,2024-02-11,Heavy Duty Truck,NT,Government,253317.0,5,1266585
706,2024-02-12,Construction Equipment,SA,Agriculture,480825.0,1,480825
707,2024-02-13,Bus,SA,Construction,161354.0,1,161354
708,2024-02-14,Light Commercial,NSW,Mining,141374.0,3,424122
709,2024-02-16,Heavy Duty Truck,VIC,Logistics,204397.0,5,1021985
710,2024-02-17,Heavy Duty Truck,SA,Construction,338552.0,5,1692760
711,2024-02-18,Bus,QLD,Logistics,476721.0,2,953442
712,2024-02-19,Bus,SA,Agriculture,433173.0,1,433173
713,2024-02-20,Medium Duty Truck,NSW,Government,445718.0,3,1337154
714,2024-02-21,Light Commercial,NT,Construction,382575.0,1,382575
715,2024-02-22,Light Commercial,NSW,Construction,119336.0,1,119336
716,2024-02-23,Construction Equipment,NT,Agriculture,393136.0,2,786272
717,2024-02-24,Medium Duty Truck,NT,Mining,145350.0,1,145350
718,2024-02-25,Medium Duty Truck,VIC,Government,159561.0,3,478683
719,2024-02-26,Medium Duty Truck,SA,Construction,404099.0,3,1212297
720,2024-02-28,Medium Duty Truck,QLD,Government,151240.0,2,302480
721,2024-02-29,Light Commercial,QLD,Construction,241165.0,1,241165
722,2024-03-01,Light Commercial,WA,Government,489371.0,3,1468113
723,2024-03-02,Medium Duty Truck,NT,Logistics,136607.0,1,136607
724,2024-03-03,Construction Equipment,QLD,Construction,276740.0,1,276740
725,2024-03-04,Heavy Duty Truck,VIC,Government,271196.0,1,271196
726,2024-03-05,Heavy Duty Truck,NT,Mining,405014.0,2,810028
727,2024-03-06,Construction Equipment,VIC,Logistics,154110.0,1,154110
728,2024-03-07,Medium Duty Truck,QLD,Logistics,274626.0,3,823878
729,2024-03-08,Light Commercial,QLD,Mining,242008.0,1,242008
730,2024-03-10,Heavy Duty Truck,WA,Government,469039.0,3,1407117
731,2024-03-11,Bus,QLD,Agriculture,94426.0,1,94426
732,2024-03-12,Bus,NT,Mining,309911.0,3,929733
733,2024-03-13,Construction Equipment,NT,Government,379750.0,3,1139250
734,2024-03-14,Medium Duty Truck,NT,Mining,118151.0,1,118151
735,2024-03-15,Heavy Duty Truck,WA,Mining,363452.0,1,363452
736,2024-03-16,Medium Duty Truck,WA,Construction,330853.0,3,992559
737,2024-03-17,Heavy Duty Truck,QLD,Government,344595.0,5,1722975
738,2024-03-18,Construction Equipment,NSW,Agriculture,266743.0,2,533486
739,2024-03-19,Construction Equipment,NSW,Construction,180306.0,5,901530
740,2024-03-21,Bus,WA,Mining,315180.0,5,1575900
741,2024-03-22,Medium Duty Truck,QLD,Mining,459128.0,1,459128
742,2024-03-23,Bus,NSW,Mining,92204.0,2,184408
743,2024-03-24,Medium Duty Truck,QLD,Government,182769.0,5,913845
744,2024-03-25,Bus,QLD,Government,177265.0,1,177265
745,2024-03-26,Light Commercial,QLD,Construction,383275.0,5,1916375
746,2024-03-27,Light Commercial,SA,Agriculture,142428.0,5,712140
747,2024-03-28,Light Commercial,NT,Construction,123870.0,1,123870
748,2024-03-29,Light Commercial,QLD,Logistics,193547.0,1,193547
749,2024-03-30,Heavy Duty Truck,SA,Mining,325990.0,1,325990
750,2024-03-31,Light Commercial,WA,Mining,139067.0,2,278134
751,2024-04-02,Construction Equipment,NSW,Mining,328083.0,5,1640415
752,2024-04-03,Construction Equipment,NT,Construction,202217.0,1,202217
753,2024-04-04,Heavy Duty Truck,NSW,Construction,188934.0,3,566802
754,2024-04-05,Light Commercial,NT,Mining,232980.0,5,1164900
755,2024-04-06,Light Commercial,NSW,Construction,426851.0,3,1280553
756,2024-04-07,Light Commercial,NT,Government,299329.0,2,598658
757,2024-04-08,Bus,NSW,Government,347354.0,1,347354
758,2024-04-09,Medium Duty Truck,NSW,Construction,151215.0,3,453645
759,2024-04-10,Bus,NSW,Mining,276907.0,2,553814
760,2024-04-11,Medium Duty Truck,NSW,Construction,401573.0,1,401573
761,2024-04-13,Light Commercial,WA,Construction,434296.0,3,1302888
762,2024-04-14,Light Commercial,QLD,Construction,198048.0,3,594144
763,2024-04-15,Bus,VIC,Logistics,259530.0,2,519060
764,2024-04-16,Bus,SA,Government,267241.0,1,267241
765,2024-04-17,Medium Duty Truck,VIC,Agriculture,228731.0,1,228731
766,2024-04-18,Construction Equipment,VIC,Agriculture,329977.0,3,989931
767,2024-04-19,Medium Duty Truck,NT,Logistics,429384.0,3,1288152
768,2024-04-20,Bus,QLD,Construction,,3,611064
769,2024-04-21,Bus,NT,Logistics,398617.0,1,398617
770,2024-04-22,Heavy Duty Truck,QLD,Logistics,448906.0,2,897812
771,2024-04-23,Bus,QLD,Mining,310460.0,2,620920
772,2024-04-25,Heavy Duty Truck,NSW,Government,459100.0,1,459100
773,2024-04-26,Construction Equipment,WA,Agriculture,470596.0,5,2352980
774,2024-04-27,Medium Duty Truck,NSW,Construction,276823.0,2,553646
775,2024-04-28,Medium Duty Truck,WA,Agriculture,478455.0,3,1435365
776,2024-04-29,Heavy Duty Truck,NT,Agriculture,299987.0,5,1499935
777,2024-04-30,Medium Duty Truck,WA,Government,359150.0,5,1795750
778,2024-05-01,Bus,NT,Agriculture,339243.0,2,678486
779,2024-05-02,Light Commercial,VIC,Agriculture,164218.0,5,821090
780,2024-05-03,Heavy Duty Truck,VIC,Logistics,286416.0,5,1432080
781,2024-05-04,Medium Duty Truck,WA,,122430.0,2,244860
782,2024-05-06,Heavy Duty Truck,WA,Mining,113091.0,2,226182
783,2024-05-07,Heavy Duty Truck,NT,Construction,347125.0,5,1735625
784,2024-05-08,Light Commercial,NSW,Agriculture,113989.0,3,341967
785,2024-05-09,Bus,NT,Construction,165451.0,1,165451
786,2024-05-10,Heavy Duty Truck,NSW,Mining,108990.0,5,544950
787,2024-05-11,Medium Duty Truck,VIC,Construction,442414.0,5,2212070
788,2024-05-12,Construction Equipment,QLD,Mining,432504.0,3,1297512
789,2024-05-13,Heavy Duty Truck,WA,Logistics,340541.0,5,1702705
790,2024-05-14,Heavy Duty Truck,NSW,Agriculture,388225.0,5,1941125
791,2024-05-15,Light Commercial,NT,Mining,232105.0,1,232105
792,2024-05-17,Bus,VIC,Construction,460416.0,1,460416
793,2024-05-18,Construction Equipment,NSW,Agriculture,368385.0,1,368385
794,2024-05-19,Medium Duty Truck,NT,Logistics,214932.0,2,429864
795,2024-05-20,Construction Equipment,WA,Agriculture,358083.0,2,716166
